"Fiscal Year","Unique Identifier","Deal Number",Decision,"Decision Date","Effective Date","Expiration Date",Brokered,"Deal Cancelled",Country,Program,"Policy Type","Decision Authority","Primary Export Product NAICS/SIC code","Product Description",Term,"Primary Applicant","Primary Lender","Primary Exporter","Primary Exporter City","Primary Exporter State Code","Primary Exporter State Name","Primary Borrower","Primary Source of Repayment (PSOR)","Working Capital Delegated Authority","Approved/Declined Amount","Disbursed/Shipped Amount","Undisbursed Exposure Amount","Outstanding Exposure Amount","Small Business Authorized Amount","Woman Owned Authorized Amount","Minority Owned Authorized Amount","Loan Interest Rate","Multiyear Working Capital Extension",effective_date_01
2007,08403331XX0001,403331,Approved,2007-05-29,2007-05-29,2007-05-29,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",333294,"Food Product Machinery Manufacturing","Medium Term","Espirito Santo Bank","Espirito Santo Bank","Engineered Systems & Equipment, Inc",Caney,OK,Oklahoma,"El Retono de Guanajuato SPR de RL","El Retono de Guanajuato SPR de RL",,2866926,2866925.17,0,0,0,0,0,N/A,,NULL
2007,08403377XX0001,403377,Approved,2007-04-25,2007-04-25,2007-04-25,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",333249,"Other Industrial Machinery Manufacturing","Medium Term","Chancery Export Finance Llc","Chancery Export Finance Llc","Poma Tools & Industrial Supplies","El Paso",TX,Texas,"Inmobiliaria Reyes Franco, Sa De Cv","Inmobiliaria Reyes Franco, Sa De Cv",,970558.99,970558.99,0,0,970559,0,0,N/A,,NULL
2007,08403412XX0001,403412,Approved,2007-12-03,2007-12-03,2007-12-03,No,No,Nigeria,Guarantee,N/A,"Individual Delegated Authority",336330,"Motor Vehicle Steering and Suspension Components (except Spring) Manufactur","Medium Term","M&T Bank Corporation","M&T Bank Corporation","Kofa International Co.",Chicago,IL,Illinois,"Japaul Oil & Maritime Services PLC","Access Bank PLC",,3245494.7,2590215.56,0,0,2738451,0,0,N/A,,NULL
2007,08403482XX0001,403482,Approved,2007-05-31,2007-05-31,2007-05-31,No,No,Jamaica,Guarantee,N/A,"Individual Delegated Authority",336120,"Heavy Duty Truck Manufacturing","Medium Term","Ups Capital Business Credit","Ups Capital Business Credit","McNeilus Truck & Manufacturing, Inc.","Dodge Center",MN,Minnesota,"Ministry Of Finance And Planning Of Jamaica","Ministry Of Finance And Planning Of Jamaica",,10431229.9,10316373.83,0,0,0,0,0,N/A,,NULL
2007,08403482XX0002,403482,Approved,2007-05-31,2007-05-31,2007-05-31,No,No,Jamaica,Guarantee,N/A,"Individual Delegated Authority",336120,"Heavy Duty Truck Manufacturing","Medium Term","Ups Capital Business Credit","Ups Capital Business Credit","McNeilus Truck & Manufacturing, Inc.","Dodge Center",MN,Minnesota,"Ministry Of Finance And Planning Of Jamaica","Ministry Of Finance And Planning Of Jamaica",,765706.4,765706.36,0,0,0,0,0,N/A,,NULL
2007,08403507XX0001,403507,Approved,2007-05-23,2007-05-23,2007-05-23,No,No,Barbados,Guarantee,N/A,"Individual Delegated Authority",333120,"Construction Machinery Manufacturing","Medium Term","Drake Finance Group","Drake Finance Group","David Tate Export, Inc.",Miami,FL,Florida,"C.O. Williams Construction Co., Ltd.","C.O. Williams Construction Co., Ltd.",,523677,492706.73,0,0,523677,523677,0,N/A,,NULL
2007,08403529XX0001,403529,Approved,2007-09-07,2007-09-07,2007-09-07,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",211111,"Crude Petroleum And Natural Gas Extraction","Medium Term","Vinmar Overseas, Ltd","Vinmar Overseas, Ltd","Basil Equipment Inc.","Westlake Village",CA,California,"Equipment  & Riggers Center S.A. de C.V.","Equipment  & Riggers Center S.A. de C.V.",,247811,247811,0,0,247811,0,0,N/A,,NULL
2007,08403665XX0001,403665,Approved,2007-04-19,2007-04-19,2007-04-19,No,No,Peru,Guarantee,N/A,"Individual Delegated Authority",336120,"Heavy Duty Truck Manufacturing","Medium Term","Hencorp Becstone Capital, L.C.","Hencorp Becstone Capital, L.C.","Mario'S Air Inc",Doral,FL,Florida,"Saesa Internacional Centro S.A.C.","Saesa Internacional Centro S.A.C.",,524241.72,524241.72,0,0,524242,0,10485,N/A,,NULL
2007,08403671XX0001,403671,Approved,2007-05-01,2007-05-01,2007-05-01,No,No,Panama,Guarantee,N/A,"Individual Delegated Authority",423810,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant ","Medium Term","Chancery Export Finance Llc","Chancery Export Finance Llc","Aes Heavy Equipment Rental","San Diego",CA,California,"Construcciones Y Senalizaciones, Sa","Construcciones Y Senalizaciones, Sa",,486106,486106,0,0,486106,0,0,N/A,,NULL
2007,08403736XX0001,403736,Approved,2007-04-19,2007-04-19,2007-04-19,No,No,Turkey,Guarantee,N/A,"Individual Delegated Authority",333293,"Printing Machinery And Equipment Manufacturing","Medium Term","Bank of New York Mellon Corporation, The","Bank of New York Mellon Corporation, The","Tensor Group, Inc.",Woodridge,IL,Illinois,"Hurriyet Gazetecilik ve Matbaacilik A.S.","Hurriyet Gazetecilik ve Matbaacilik A.S.",,4317456,4317456,0,0,4317456,4317456,0,N/A,,NULL
2007,08403738XX0001,403738,Approved,2007-04-19,2007-04-19,2007-04-19,No,No,Brazil,Guarantee,N/A,"Individual Delegated Authority",333249,"Other Industrial Machinery Manufacturing","Medium Term","Hencorp Becstone, L.C.","Hencorp Becstone, L.C.","Gloucester Engineering Co., Inc.",Gloucester,MA,Massachusetts,"FELINTO INDUSTRIA E COMERCIO LTDA.","FELINTO INDUSTRIA E COMERCIO LTDA.",,2027980.8,0,0,0,2027981,0,40560,N/A,,NULL
2007,08403738XX0002,403738,Approved,2007-04-19,2007-04-19,2007-04-19,No,No,Brazil,Guarantee,N/A,"Individual Delegated Authority",333249,"Other Industrial Machinery Manufacturing","Medium Term","Hencorp Becstone, L.C.","Hencorp Becstone, L.C.","Gloucester Engineering Co., Inc.",Gloucester,MA,Massachusetts,"FELINTO INDUSTRIA E COMERCIO LTDA.","FELINTO INDUSTRIA E COMERCIO LTDA.",,367571.52,0,0,0,367572,0,7351,N/A,,NULL
2007,08403766XX0001,403766,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",324122,"Asphalt Shingle and Coating Materials Manufacturing","Medium Term","Cofine, S.A. de C.V. SOFOM ENR","Cofine, S.A. de C.V. SOFOM ENR","M&i Truck And Equipment Sales Inc","San Juan",TX,Texas,"CONSTRUCCIONES Y PROMOCIONES DE LA LAGUNA, S.A. DE C.V.","CONSTRUCCIONES Y PROMOCIONES DE LA LAGUNA, S.A. DE C.V.",,432562.19,0,0,0,432562,0,432562,N/A,,NULL
2007,08403840XX0001,403840,Approved,2007-12-12,2007-12-12,2007-12-12,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",333111,"Farm Machinery and Equipment Manufacturing","Medium Term","Cofine, S.A. De C.V. Sofom Enr","Cofine, S.A. De C.V. Sofom Enr","Amg Forwarding Corporation",Brownsville,TX,Texas,"Juan Hernandez Valdez","Juan Hernandez Valdez",,331718,331718,0,0,331718,0,0,N/A,,NULL
2007,08404107XX0001,404107,Approved,2007-12-31,2007-12-31,2007-12-31,No,No,"Saudi Arabia",Guarantee,N/A,"Individual Delegated Authority",333120,"Construction Machinery Manufacturing","Medium Term","Private Export Funding Company","Private Export Funding Company","Caterpillar, Inc",Lafayette,IN,Indiana,"Abdullah Abdul Mohsen Al-Khodari Sons Company","Abdullah Abdul Mohsen Al-Khodari Sons Company",,9975852,9975852,0,0,0,0,0,N/A,,NULL
2007,08404112XX0001,404112,Approved,2007-07-27,2007-07-27,2007-07-27,No,No,Russia,Guarantee,N/A,"Individual Delegated Authority",333111,"Farm Machinery and Equipment Manufacturing","Medium Term","Deere Credit, Inc.","Deere Credit, Inc.","John Deere Insurance Company",Wilmington,DE,Delaware,"Avangard Akb Oao","Avangard Akb Oao",,5417606.4,5417606.4,0,0,0,0,0,N/A,,NULL
2007,08404146XX0001,404146,Approved,2007-10-30,2007-10-30,2007-10-30,No,No,"Dominican Republic",Guarantee,N/A,"Individual Delegated Authority",237990,"Other Heavy and Civil Engineering Construction","Medium Term","Valley National Bank","Valley National Bank","Stone Products Inc.",Canton,OH,Ohio,"Industrial Supply Import C Por A","Industrial Supply Import C Por A",,1082500,1034988,0,0,1082500,0,0,N/A,,NULL
2007,08404458XX0001,404458,Approved,2007-12-04,2007-12-04,2007-12-04,No,No,Brazil,Guarantee,N/A,"Individual Delegated Authority",334510,"Electromedical and Electrotherapeutic Apparatus Manufacturing","Medium Term","BA-CA Export Leasing GmbH","BA-CA Export Leasing GmbH","Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,"Clinica Med Rad Ltda.","Mult-Imagem Ltda.",,595410,595410,0,0,0,0,0,N/A,,NULL
2007,08404458XX0002,404458,Approved,2007-12-04,2007-12-04,2007-12-04,No,No,Brazil,Guarantee,N/A,"Individual Delegated Authority",334510,"Electromedical and Electrotherapeutic Apparatus Manufacturing","Medium Term","BA-CA Export Leasing GmbH","BA-CA Export Leasing GmbH","Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,"Clinica Med Rad Ltda.","Mult-Imagem Ltda.",,36347,36347,0,0,0,0,0,N/A,,NULL
2007,08404464XX0001,404464,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",423830,"Industrial Machinery and Equipment Merchant Wholesalers","Medium Term","Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero","Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero","Don Uzzell Company",Brownsville,TX,Texas,"Inyection Mexico, S.A de C.V.","Inyection Mexico, S.A de C.V.",,257404,0,0,0,257404,0,0,N/A,,NULL
2007,08404518XX0001,404518,Approved,2007-07-27,2007-07-27,2007-07-27,No,No,Ukraine,Guarantee,N/A,"Individual Delegated Authority",332311,"Prefabricated Metal Building and Component Manufacturing","Medium Term","American Express Bank, Ltd.","American Express Bank, Ltd.","Chief Industries, Inc.",Kearney,NE,Nebraska,"Nadra Joint Stock Commercial Bank","Nadra Joint Stock Commercial Bank",,942863.21,942862,0,0,0,0,0,N/A,,NULL
2007,08404639XX0001,404639,Approved,2010-04-08,2010-04-08,2010-04-08,No,No,Nigeria,Guarantee,N/A,"Individual Delegated Authority",336611,"Ship Building and Repairing","Medium Term","Sovereign Bank","Sovereign Bank","Ellicott Dredges Llc",Baltimore,MD,Maryland,"H S Petroleum","John Davids Dredging",,1631367,1631367,0,0,1631367,0,0,N/A,,NULL
2007,08404753XX0001,404753,Approved,2007-07-11,2007-07-11,2007-07-11,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",423140,"Motor Vehicle Parts (Used) Merchant Wholesalers","Medium Term","Chancery Export Finance Llc","Chancery Export Finance Llc","C & R International Sales",Stockton,CA,California,"Gestores Aduanales Corporativos, S.C.","Gestores Aduanales Corporativos, S.C.",,261650,261650,0,0,0,0,0,N/A,,NULL
2007,08404765XX0001,404765,Approved,2007-04-10,2007-04-10,2007-04-10,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",333517,"Machine Tool Manufacturing","Medium Term","UPS Capital Business Credit","UPS Capital Business Credit","Trumpf, Inc",Farmington,CT,Connecticut,"Kirbymex, S.A. de C.V.","Kirbymex, S.A. de C.V.",,522538,522538,0,0,522538,0,0,N/A,,NULL
2007,08404786XX0001,404786,Approved,2007-08-24,2007-08-24,2007-08-24,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",333517,"Machine Tool Manufacturing","Medium Term","Cofine, S.A. De C.V. Sofom Enr","Cofine, S.A. De C.V. Sofom Enr","American Steel Traders Inc","San Antonio",TX,Texas,"Aceros Y Maquinaria Mb&H, S.A. De C.V.","Aceros Y Maquinaria Mb&H, S.A. De C.V.",,1811391,1811391,0,0,1811391,0,0,N/A,,NULL
2007,08404790XX0001,404790,Approved,2007-08-02,2007-08-02,2007-08-02,No,Yes,Mexico,Guarantee,N/A,"Individual Delegated Authority",334516,"Analytical Laboratory Instrument Manufacturing","Medium Term","Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero","Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero","New Brunswick Scientific Co., Inc.",Edison,NJ,"New Jersey","Laboratorios Avi-Mex, S.A. de C.V.","Avifarma, S.A. de C.V.",,489314,0,0,0,489314,0,0,N/A,,NULL
2007,08405033XX0001,405033,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",333318,"Other Commercial and Service Industry Machinery Manufacturing","Medium Term","Cofine, S.A. de C.V. SOFOM ENR","Cofine, S.A. de C.V. SOFOM ENR","Drive Safety Mexico Operations",Oceanside,CA,California,"Informatica y Electronica de Occidente SA de CV","Informatica y Electronica de Occidente SA de CV",,105605.47,0,0,0,101544,0,0,N/A,,NULL
2007,08405285XX0001,405285,Approved,2007-05-07,2007-05-07,2007-05-07,No,No,Turkey,Guarantee,N/A,"Individual Delegated Authority",332999,"All Other Miscellaneous Fabricated Metal Product Manufacturing","Medium Term","Atrafin, LLC","Atrafin, LLC","Apex Machine Company","Oakland Park",FL,Florida,"Teko Aluminyum Sanayi AS","Teko Aluminyum Sanayi AS",,267429.71,267430,0,0,267430,0,0,N/A,,NULL
2007,08405322XX0001,405322,Approved,2007-12-12,2007-12-12,2007-12-12,No,No,Azerbaijan,Guarantee,N/A,"Individual Delegated Authority",337127,"Institutional Furniture Manufacturing","Medium Term","General Construction","General Construction","Saba, Inc.",Memphis,TN,Tennessee,"International Bank of Azerbaijan","International Bank of Azerbaijan",,7220566,7220566,0,0,0,0,0,N/A,,NULL
2007,08405327XX0001,405327,Approved,2007-06-13,2007-06-13,2007-06-13,No,No,Peru,Guarantee,N/A,"Individual Delegated Authority",333517,"Machine Tool Manufacturing","Medium Term","Hencorp Becstone, L.C.","Hencorp Becstone, L.C.","Leggett & Platt, Incorporated",Carthage,MO,Missouri,"Komfort S.A.","Komfort S.A.",,356174.17,0,0,0,356174,0,0,N/A,,NULL
2007,08405487XX0001,405487,Approved,2007-08-06,2007-08-06,2007-08-06,No,No,Ukraine,Guarantee,N/A,"Individual Delegated Authority",333999,"All Other Miscellaneous General Purpose Machinery Manufacturing","Medium Term","JPMorgan Chase Bank, N.A.","JPMorgan Chase Bank, N.A.","Sloan Implement Company, Inc.",Assumption,IL,Illinois,"PrivatBank Commercial Bank CJSC","PrivatBank Commercial Bank CJSC",,5129272,4902774.35,0,0,137362,0,0,N/A,,NULL
2007,08406144XX0001,406144,Approved,2007-05-22,2007-05-22,2007-05-22,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",423810,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant ","Medium Term","Chancery Export Finance Llc","Chancery Export Finance Llc","Gaviv S.A. Enterprises Llc","El Paso",TX,Texas,"Hector Hernandez Caballero","Hector Hernandez Caballero",,769984,769984,0,0,769984,0,0,N/A,,NULL
2007,08406181XX0001,406181,Approved,2007-05-10,2007-05-10,2007-05-10,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",333249,"Other Industrial Machinery Manufacturing","Medium Term","UPS Capital Business Credit","UPS Capital Business Credit","Davis Standard Llc",Pawcatuck,CT,Connecticut,"Plasticos Heler de Mexico, S.A. de C.V.","Plasticos Legui de Mexico, S.A. de C.V.",,228540,228540,0,0,0,0,0,N/A,,NULL
2007,08406679XX0001,406679,Approved,2007-08-29,2007-08-29,2007-08-29,No,Yes,Mexico,Guarantee,N/A,"Individual Delegated Authority",335999,"All Other Miscellaneous Electrical Equipment and Component Manufacturing","Medium Term","Cofine, S.A. de C.V. SOFOM ENR","Cofine, S.A. de C.V. SOFOM ENR","Active Media Services, Inc","Pearl River",NY,"New York","TVC Nacional de Mexico S.A. de C.V.","TVC Nacional de Mexico S.A. de C.V.",,314044.57,0,0,0,0,0,0,N/A,,NULL
2007,08406720XX0001,406720,Approved,2007-04-23,2007-04-23,2007-04-23,No,No,Brazil,Guarantee,N/A,"Individual Delegated Authority",333517,"Machine Tool Manufacturing","Medium Term","UPS Capital Business Credit","UPS Capital Business Credit","Trumpf, Inc",Farmington,CT,Connecticut,"Industrias Machina Zaccaria S.A.","Industrias Machina Zaccaria S.A.",,484389,484389,0,0,484389,0,0,N/A,,NULL
2007,08406731XX0001,406731,Approved,2007-06-13,2007-06-13,2007-06-13,No,No,Peru,Guarantee,N/A,"Individual Delegated Authority",333249,"Other Industrial Machinery Manufacturing","Medium Term","Hencorp Becstone Capital, L.C.","Hencorp Becstone Capital, L.C.","International Textile Machines Ltd.","Richmond Hill",NY,"New York","Te̱idos Peruanos & Servicios En General S.R.L.","Te̱idos Peruanos & Servicios En General S.R.L.",,955062,955062,0,0,955062,0,0,N/A,,NULL
2007,08406732XX0001,406732,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,Mexico,Guarantee,N/A,"Loan/Credit Committee",333120,"Construction Machinery Manufacturing","Medium Term","Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero",N/A,"Caterpillar, Inc",Lafayette,IN,Indiana,"Impulsora Demo S.A. de C.V.","Impulsora Demo S.A. de C.V.",,3528635,0,0,0,0,0,0,N/A,,NULL
2007,08407057XX0001,407057,Approved,1900-01-01,1900-01-01,1900-01-01,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing","Medium Term","Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero","Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero","General Electric Power & Water",Watertown,MA,Massachusetts,"Industrias Lacteas Chihuahuenses, S.A. de C.V.","Industrias Lacteas Chihuahuenses, S.A. de C.V.",,443466.3,0,0,0,0,0,0,N/A,,NULL
2007,08407380XX0001,407380,Approved,2007-07-03,2007-07-03,2007-07-03,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",333120,"Construction Machinery Manufacturing","Medium Term","Centre Merchant Finance, Inc.","Centre Merchant Finance, Inc.","Telsmith, Inc.",Mequon,WI,Wisconsin,"Excavaciones y Pavimentos, S.A. de C.V.","Excavaciones y Pavimentos, S.A. de C.V.",,406934,0,0,0,0,0,0,N/A,,NULL
2007,08407618XX0001,407618,Approved,2007-06-13,2007-06-13,2007-06-13,No,No,Peru,Guarantee,N/A,"Individual Delegated Authority",333131,"Mining Machinery and Equipment Manufacturing","Medium Term","Hencorp Becstone Capital, L.C.","Hencorp Becstone Capital, L.C.","CATERPILLAR INC.",Lafayette,IN,Indiana,"Santa Cecilia Corporacion Minera S.A.C.","Santa Cecilia Corporacion Minera S.A.C.",,1047700,784877.32,0,0,1047700,0,0,N/A,,NULL
2007,08407648XX0001,407648,Approved,2007-06-12,2007-06-12,2007-06-12,No,No,Turkey,Guarantee,N/A,"Individual Delegated Authority",333293,"Printing Machinery And Equipment Manufacturing","Medium Term","Bank of New York Mellon Corporation, The","Bank of New York Mellon Corporation, The","Tensor Group, Inc.",Woodridge,IL,Illinois,"Dogan Ofset Yayincilik ve Matbaacilik A.S.","Hurriyet Gazetecilik ve Matbaacilik A.S.",,5880810,5880810,0,0,5880810,5880810,0,N/A,,NULL
2007,08407687XX0001,407687,Approved,2007-06-15,2007-06-15,2007-06-15,No,No,Brazil,Guarantee,N/A,"Individual Delegated Authority",333517,"Machine Tool Manufacturing","Medium Term","UPS Capital Business Credit","UPS Capital Business Credit","Peddinghaus Corporation",Bradley,IL,Illinois,"Sidertec Estruturas Metalicas Ltda.","Sidertec Estruturas Metalicas Ltda.",,598536,598536,0,0,0,0,0,N/A,,NULL
2007,08407751XX0001,407751,Approved,2007-08-17,2007-08-17,2007-08-17,No,No,Russia,Guarantee,N/A,"Individual Delegated Authority",333111,"Farm Machinery and Equipment Manufacturing","Medium Term","Deere Credit Inc.","Deere Credit Inc.","John Deere Insurance Company",Wilmington,DE,Delaware,"Agro-Construction Technologies, LLC","RDO Equipment Co",,9760457,7059044.14,0,0,0,0,0,N/A,,NULL
2007,08407818XX0001,407818,Approved,2007-08-01,2007-08-01,2007-08-01,No,No,Mexico,Guarantee,N/A,"Individual Delegated Authority",488490,"Other Support Activities for Road Transportation","Medium Term","Cofine, S.A. de C.V. SOFOM ENR","Cofine, S.A. de C.V. SOFOM ENR","Hunter Engineering Company",Bridgeton,MO,Missouri,"Elit Grupo Comercial, S.A. de C.V.","Elit Internacional, S.A. de C.V.",,450650,450649.96,0,0,450650,0,0,N/A,,NULL
